comment,emotion
"Que coisa escrota!",desgosto
"Que alegria, galera!",alegria
"A tristeza me invadiu...",tristeza
"Fiquei irritadíssimo!",raiva
"Nossa, que surpresa!",surpresa
"Medo master!",medo
"Que bagulho nojento!",desgosto
"Que alegria, meu povo!",alegria
"A tristeza tá me consumindo...",tristeza
"Que raiva, velho!",raiva
"Mano, que surpresa!",surpresa
"Tô morrendo de medo!",medo
"Que coisa fedida!",desgosto
"Que alegria, que astral!",alegria
"A tristeza me abateu...",tristeza
"Fiquei putasso!",raiva
"Nossa, que baita surpresa!",surpresa
"Medo total!",medo
"Que coisa repugnante!",desgosto
"Que alegria, que show!",alegria
"A tristeza me acompanha...",tristeza
"Que raiva, pqp!",raiva
"Mano, que choque!",surpresa
"Tô apavorado!",medo
"Que coisa asquerosa!",desgosto
"Que alegria, que festa!",alegria
"A tristeza me rodeia...",tristeza
"Que raiva, bicho!",raiva
"Nossa, que surpresão!",surpresa
"Medo puro!",medo
"Que coisa horripilante!",desgosto
"Que alegria, que dia!",alegria
"A tristeza me envolve...",tristeza
"Que raiva, mano!",raiva
"Mano, que surpresa!",surpresa
"Tô cagando de medo!",medo
"Que coisa nojenta!",desgosto
"Que alegria, que vibe!",alegria
"A tristeza me consome...",tristeza
"Que raiva, velho!",raiva
"Nossa, que inesperado!",surpresa
"Medo nível hard!",medo
"Que coisa escrota!",desgosto
"Que alegria, galera!",alegria
"A tristeza me invadiu...",tristeza
"Fiquei irritadíssimo!",raiva
"Nossa, que surpresa!",surpresa
"Medo master!",medo
"Que bagulho nojento!",desgosto
"Que alegria, meu povo!",alegria
"A tristeza tá me consumindo...",tristeza
"Que raiva, velho!",raiva
"Mano, que surpresa!",surpresa
"Tô morrendo de medo!",medo
"Que coisa fedida!",desgosto
"Que alegria, que astral!",alegria
"A tristeza me abateu...",tristeza
"Fiquei putasso!",raiva
"Nossa, que baita surpresa!",surpresa
"Medo total!",medo
"Que coisa repugnante!",desgosto
"Que alegria, que show!",alegria
"A tristeza me acompanha...",tristeza
"Que raiva, pqp!",raiva
"Mano, que choque!",surpresa
"Tô apavorado!",medo
"Que coisa asquerosa!",desgosto
"Que alegria, que festa!",alegria
"A tristeza me rodeia...",tristeza
"Que raiva, bicho!",raiva
"Nossa, que surpresão!",surpresa
"Medo puro!",medo
"Que coisa horripilante!",desgosto
"Que alegria, que dia!",alegria
"A tristeza me envolve...",tristeza
"Que raiva, mano!",raiva
"Mano, que surpresa!",surpresa
"Tô cagando de medo!",medo
"Que coisa nojenta!",desgosto
"Que alegria, que vibe!",alegria
"A tristeza me consome...",tristeza
"Que raiva, velho!",raiva
"Nossa, que inesperado!",surpresa
"Medo nível hard!",medo
"Que coisa escrota!",desgosto
"Que alegria, galera!",alegria
"A tristeza me invadiu...",tristeza
"Fiquei irritadíssimo!",raiva
"Nossa, que surpresa!",surpresa
"Medo master!",medo
"Que bagulho nojento!",desgosto
"Que alegria, meu povo!",alegria
"A tristeza tá me consumindo...",tristeza
"Que raiva, velho!",raiva
"Mano, que surpresa!",surpresa
"Tô morrendo de medo!",medo
"Que coisa fedida!",desgosto
"Que alegria, que astral!",alegria
"A tristeza me abateu...",tristeza
"Fiquei putasso!",raiva
"Nossa, que baita surpresa!",surpresa
"Medo total!",medo
"Que coisa repugnante!",desgosto
"Que alegria, que show!",alegria
"A tristeza me acompanha...",tristeza
"Que raiva, pqp!",raiva
"Mano, que choque!",surpresa
"Tô apavorado!",medo
"Que coisa asquerosa!",desgosto
"Que alegria, que festa!",alegria
"A tristeza me rodeia...",tristeza
"Que raiva, bicho!",raiva
"Nossa, que surpresão!",surpresa
"Medo puro!",medo
"Que coisa horripilante!",desgosto
"Que alegria, que dia!",alegria
"A tristeza me envolve...",tristeza
"Que raiva, mano!",raiva
"Mano, que surpresa!",surpresa
"Tô cagando de medo!",medo
"Que coisa nojenta!",desgosto
"Que alegria, que vibe!",alegria
"Hahahahaha, muito bom!",alegria
"Que bad, to tristão...",tristeza
"Putz grila, que raiva!",raiva
"Eita, que susto mané!",medo
"Afff, que nojo!",desgosto
"Aí sim, alegria total!",alegria
"Hoje o dia tá mó fossa...",tristeza
"Que raiva que me deu!",raiva
"Uau, não esperava essa!",surpresa
"Ai, que medo, tô tremendo!",medo
"Credo, que coisa horrorosa!",desgosto
"Amei demais, super feliz!",alegria
"Tô na depre total hoje...",tristeza
"Que raiva, vontade de xingar!",raiva
"Mano, fiquei de cara!",surpresa
"Tô com medo real agora!",medo
"Que parada sinistra!",desgosto
"Kkkkkkkk, ri demais!",alegria
"Lágrimas escorrendo aqui...",tristeza
"Que absurdo, tô puto!",raiva
"Tipo, what?!",surpresa
"Tô morrendo de medo!",medo
"Que bagulho zuado!",desgosto
"Alegria que não cabe em mim!",alegria
"Saudade aperta forte...",tristeza
"Fiquei possesso de raiva!",raiva
"Caraca, que reviravolta!",surpresa
"Senti um arrepio agora...",medo
"Que cheiro bizarro!",desgosto
"Sorrisão na cara!",alegria
"Dia meio bosta hoje...",tristeza
"Que raiva, não aguento!",raiva
"Mds, fiquei chocada!",surpresa
"Tô com um cagaço...",medo
"Que coisa fedida!",desgosto
"Que felicidade, galera!",alegria
"Coração na mão agora...",tristeza
"Fiquei muito irritado!",raiva
"Não tô acreditando nisso!",surpresa
"Deu um frio na espinha...",medo
"Que gosto horrível!",desgosto
"Que dia top, tô felizão!",alegria
"A tristeza me pegou...",tristeza
"Essa atitude me deixou bolado!",raiva
"Tipo, what the fuck?!",surpresa
"Quase infartei de susto!",medo
"Que lixo de vídeo!",desgosto
"Que vibe boa, curti!",alegria
"Me sentindo mó lixo hoje...",tristeza
"Tô mordido de raiva aqui!",raiva
"Mano, fiquei surpreso real oficial!",surpresa
"Medo nível hard total!",medo
"Que parada nojenta!",desgosto
"Que alegria, contagiou!",alegria
"A bad tá sinistra hoje...",tristeza
"Que raiva que me sobe!",raiva
"Tipo, tô bugado real!",surpresa
"Tô tremendo que nem vara verde!",medo
"Que troço esquisito!",desgosto
"Que felicidade, aêêê!",alegria
"A tristeza bateu forte...",tristeza
"Fiquei muito bravo com isso!",raiva
"Nossa, fiquei de boca aberta!",surpresa
"Deu um medão agora...",medo
"Que gosto amargo da porra!",desgosto
"Que dia maravilhoso, tô na good!",alegria
"A tristeza me invadiu...",tristeza
"Essa parada me deixou puto!",raiva
"Tipo, não tô entendendo nada!",surpresa
"Quase tive um ataque de pânico!",medo
"Que coisa horrorosa, affff!",desgosto
"Que alegria sem tamanho!",alegria
"A bad me pegou de jeito...",tristeza
"Que raiva, vontade de quebrar tudo!",raiva
"Mano, fiquei tipo ??????",surpresa
"Tô com um medo do caramba!",medo
"Que bagulho esquisito e fedorento!",desgosto
"Que felicidade, uhuuuuu!",alegria
"Coração apertado demais...",tristeza
"Fiquei muito irritado com essa merda!",raiva
"Não acredito no que vi!",surpresa
"Deu um calafrio sinistro agora...",medo
"Que parada nojenta e fedida!",desgosto
"Que alegria que não se explica!",alegria
"A tristeza tá me consumindo...",tristeza
"Que raiva, não aguento mais!",raiva
"Mano, fiquei de cara total!",surpresa
"Tô cagado de medo real!",medo
"Que troço bizarro e nojento!",desgosto
"Que felicidade, tô nas nuvens!",alegria
"A tristeza me abateu de vez...",tristeza
"Fiquei possesso com essa palhaçada!",raiva
"Caraca, que plot twist inesperado!",surpresa
"Senti um arrepio na espinha agora...",medo
"Que cheiro de coisa podre, credo!",desgosto
"Sorrisão estampado na cara!",alegria
"Dia de fossa total hoje...",tristeza
"Que raiva que me deu, pqp!",raiva
"Mds, fiquei chocada real oficial!",surpresa
"Tô tremendo que nem vara verde agora!",medo
"Que parada sinistra e fedorenta!",desgosto
"Que alegria que transborda!",alegria
"A tristeza bateu forte e doeu...",tristeza
"Fiquei muito bravo com essa injustiça!",raiva
"Nossa, fiquei de boca aberta com isso!",surpresa
"Deu um medão sinistro agora...",medo
"Que gosto amargo e ruim demais!",desgosto
"Que dia maravilhoso, tô na maior good vibe!",alegria
"A tristeza me invadiu de repente...",tristeza
"Essa atitude me deixou puto da vida real!",raiva
"Tipo, what the actual fuck?!",surpresa
"Quase tive um ataque de pânico agora!",medo
"Que lixo de vídeo, não gostei nada!",desgosto
"Que vibe boa demais, curti demais!",alegria
"Me sentindo mó bosta hoje, sério...",tristeza
"Tô mordido de raiva nível hard!",raiva
"Mano, fiquei surpreso real oficial mesmo!",surpresa
"Medo nível hard total e absoluto!",medo
"Que parada nojenta e bizarra!",desgosto
"Que alegria que contagia todo mundo!",alegria
"A bad tá sinistra demais hoje...",tristeza
"Que raiva que me sobe à cabeça!",raiva
"Tipo, tô bugado real oficial agora!",surpresa
"Tô tremendo que nem gelatina de medo!",medo
"Que troço esquisito e fedorento demais!",desgosto
"Que felicidade, aêêêêê!",alegria
"A tristeza bateu forte no coração...",tristeza
"Fiquei muito bravo com essa sacanagem!",raiva
"Nossa, fiquei de boca aberta de verdade!",surpresa
"Deu um medão do caramba agora...",medo
"Que gosto amargo e horrível demais!",desgosto
"Que dia top demais, tô felizão da vida!",alegria
"A tristeza me invadiu sem pedir licença...",tristeza
"Essa parada me deixou puto da vida total!",raiva
"Tipo, não tô entendendo absolutamente nada!",surpresa
"Quase tive um ataque de pânico real agora!",medo
"Que coisa horrorosa e fedida demais!",desgosto
"Que alegria sem tamanho e indescritível!",alegria
"A bad me pegou de jeito hoje...",tristeza
"Que raiva, vontade de tacar fogo em tudo!",raiva
"Mano, fiquei tipo ?????????????",surpresa
"Tô com um medo do caramba e mais um pouco!",medo
"Que bagulho esquisito, fedorento e nojento!",desgosto
"Aí sim, alegria que não cabe em mim de tanta!",alegria
"Hoje o dia tá mó fossa e nada me anima...",tristeza
"Que raiva que me deu, vontade de dar uns socos!",raiva
"Mano, fiquei de cara total e não tô acreditando!",surpresa
"Tô com medo real oficial e não consigo me acalmar!",medo
"Que parada sinistra, nojenta e fedorenta!",desgosto
"Kkkkkkkkkkkk, ri demais da conta!",alegria
"Lágrimas escorrendo aqui sem parar...",tristeza
"Que absurdo, tô puto da vida real oficial!",raiva
"Tipo, what the actual hell is going on?!",surpresa
"Tô morrendo de medo e não consigo respirar direito!",medo
"Que bagulho zuado, fedorento e nojento demais!",desgosto
"Alegria que transborda e contagia todo mundo!",alegria
"Saudade aperta forte no peito e dói demais...",tristeza
"Fiquei possesso de raiva e quero explodir!",raiva
"Caraca, que reviravolta inesperada e chocante!",surpresa
"Senti um arrepio sinistro percorrendo todo o corpo agora...",medo
"Que cheiro bizarro, podre e insuportável!",desgosto
"Sorrisão estampado na cara de orelha a orelha!",alegria
"Dia de fossa total e nada me faz sorrir...",tristeza
"Que raiva que me deu, vontade de sair correndo!",raiva
"Mds, fiquei chocada real oficial e sem palavras!",surpresa
"Tô tremendo que nem vara verde de tanto medo agora!",medo
"Que parada sinistra, fedorenta e nojenta demais da conta!",desgosto
"Que alegria que transborda e ilumina tudo ao redor!",alegria
"A tristeza bateu forte no coração e deixou uma marca...",tristeza
"Fiquei muito bravo com essa injustiça e quero justiça!",raiva
"Nossa, fiquei de boca aberta com isso e não consigo fechar!",surpresa
"Deu um medão sinistro e gelado percorrendo a espinha agora...",medo
"Que gosto amargo, ruim e persistente demais na boca!",desgosto
"Que dia maravilhoso e ensolarado, tô na maior good vibe possível!",alegria
"A tristeza me invadiu de repente e sem pedir permissão...",tristeza
"Essa atitude me deixou puto da vida real oficial e muito revoltado!",raiva
"Tipo, what the actual fuck is happening right now?!",surpresa
"Quase tive um ataque de pânico real e achei que ia morrer de medo!",medo
"Que lixo de vídeo, não gostei absolutamente nada e perdi meu tempo!",desgosto
"Que vibe boa demais, curti demais e vou compartilhar com todo mundo!",alegria
"Me sentindo mó bosta hoje, sério mesmo, nada me anima...",tristeza
"Tô mordido de raiva nível hard master e querendo descontar em alguém!",raiva
"Mano, fiquei surpreso real oficial mesmo e não consigo acreditar no que vi!",surpresa
"Medo nível hard total e absoluto, tô quase tendo um treco de tanto pavor!",medo
"Que parada nojenta, bizarra e fedorenta demais, quero distância disso!",desgosto
"Que alegria que contagia todo mundo e deixa o dia mais leve e feliz!",alegria
"A bad tá sinistra demais hoje e parece que não vai passar tão cedo...",tristeza
"Que raiva que me sobe à cabeça e me faz querer gritar com todo mundo!",raiva
"Tipo, tô bugado real oficial agora e não consigo processar o que aconteceu!",surpresa
"Tô tremendo que nem gelatina de medo e minhas pernas estão bambas!",medo
"Que troço esquisito, fedorento e nojento demais, preciso urgentemente lavar meus olhos!",desgosto
"Que felicidade, aêêêêêêêêê, hoje o dia é nosso e vamos comemorar muito!",alegria
"A tristeza bateu forte no coração e deixou uma ferida que vai demorar a cicatrizar...",tristeza
"Fiquei muito bravo com essa sacanagem e quero justiça o mais rápido possível!",raiva
"Nossa, fiquei de boca aberta com isso e minha mente explodiu de tanta surpresa!",surpresa
"Deu um medão do caramba e meu coração começou a disparar sem parar agora!",medo
"Que gosto amargo e horrível demais, preciso urgentemente de algo doce pra tirar isso da boca!",desgosto
"Que dia maravilhoso e ensolarado, tô na maior good vibe possível e nada vai estragar meu humor!",alegria
"A tristeza me invadiu de repente e sem pedir permissão, como uma onda escura e fria...",tristeza
"Essa atitude me deixou puto da vida real oficial e muito revoltado, quero dar uns bons gritos!",raiva
"Tipo, what the actual fuck is happening right now?! Não tô entendendo absolutamente nada do que tá rolando!",surpresa
"Quase tive um ataque de pânico real e achei que ia morrer de medo, meu corpo todo começou a tremer!",medo
"Que lixo de vídeo, não gostei absolutamente nada e ainda perdi um tempo precioso assistindo essa porcaria!",desgosto
"Que vibe boa demais, curti demais e vou compartilhar com todo mundo, esse vídeo merece viralizar!",alegria
"Me sentindo mó bosta hoje, sério mesmo, nada me anima e só queria ficar deitado na cama...",tristeza
"Tô mordido de raiva nível hard master e querendo descontar em alguém, alguém se voluntaria pra ser meu saco de pancadas?",raiva
"Mano, fiquei surpreso real oficial mesmo e não consigo acreditar no que vi, tô tipo em choque!",surpresa
"Medo nível hard total e absoluto, tô quase tendo um treco de tanto pavor, alguém me segura pelo amor de Deus!",medo
"Que parada nojenta, bizarra e fedorenta demais, quero distância disso e preciso urgentemente de um banho!",desgosto
"Que alegria que contagia todo mundo e deixa o dia mais leve e feliz, obrigado por esse vídeo incrível!",alegria
"A bad tá sinistra demais hoje e parece que não vai passar tão cedo, só queria um abraço apertado agora...",tristeza
"Que raiva que me sobe à cabeça e me faz querer gritar com todo mundo, alguém tem um calmante pra me dar?",raiva
"Tipo, tô bugado real oficial agora e não consigo processar o que aconteceu, minha mente deu um nó!",surpresa
"Tô tremendo que nem gelatina de medo e minhas pernas estão bambas, preciso urgentemente de um lugar pra sentar!",medo
"Que troço esquisito, fedorento e nojento demais, preciso urgentemente lavar meus olhos com água sanitária!",desgosto
"Que felicidade, aêêêêêêêêêêêê, hoje o dia é nosso e vamos comemorar muito com pizza e refrigerante!",alegria
"A tristeza bateu forte no coração e deixou uma ferida que vai demorar a cicatrizar, preciso de um ombro amigo agora...",tristeza
"Fiquei muito bravo com essa sacanagem e quero justiça o mais rápido possível, vou acionar meus advogados!",raiva
"Nossa, fiquei de boca aberta com isso e minha mente explodiu de tanta surpresa, preciso de um tempo pra processar tudo!",surpresa
"Deu um medão do caramba e meu coração começou a disparar sem parar agora, acho que vou ter um ataque cardíaco!",medo
"Que gosto amargo, ruim e persistente demais na boca, preciso urgentemente de algo doce pra tirar essa amargura!",desgosto
"Que dia maravilhoso e ensolarado, tô na maior good vibe possível e nada vai estragar meu humor, hoje vai ser incrível!",alegria
"A tristeza me invadiu de repente e sem pedir permissão, como uma onda escura e fria, me afogando em lágrimas...",tristeza
"Essa atitude me deixou puto da vida real oficial e muito revoltado, quero dar uns bons gritos e quebrar alguma coisa!",raiva
"Tipo, what the actual fuck is happening right now?! Não tô entendendo absolutamente nada do que tá rolando, alguém me explica?!",surpresa
"Quase tive um ataque de pânico real e achei que ia morrer de medo, meu corpo todo começou a tremer e fiquei sem ar!",medo
"Que lixo de vídeo, não gostei absolutamente nada e ainda perdi um tempo precioso assistindo essa porcaria, denúncia!",desgosto
"Que vibe boa demais, curti demais e vou compartilhar com todo mundo, esse vídeo merece viralizar e chegar aos trending topics!",alegria
"Me sentindo mó bosta hoje, sério mesmo, nada me anima e só queria ficar deitado na cama vendo série e comendo chocolate...",tristeza
"Tô mordido de raiva nível hard master e querendo descontar em alguém, alguém se voluntaria pra ser meu saco de pancadas? Tô no limite!",raiva
"Mano, fiquei surpreso real oficial mesmo e não consigo acreditar no que vi, tô tipo em choque e preciso de um tempo pra assimilar tudo!",surpresa
"Medo nível hard total e absoluto, tô quase tendo um treco de tanto pavor, alguém me segura pelo amor de Deus e me dá um calmante!",medo
"Hahaha, muito bom esse vídeo!",alegria
"Que bad vibe, tô tristão aqui...",tristeza
"Putz, que raiva que dá!",raiva
"Eita, que susto, quase caí!",medo
"Afff, que nojento, bleh!",desgosto
"Aí sim, pura alegria!",alegria
"Hoje o dia tá mó deprimente...",tristeza
"Que raiva, vontade de dar uns gritos!",raiva
"Uau, essa eu não esperava!",surpresa
"Ai, que medo, tô todo arrepiado!",medo
"Credo, que coisa feia!",desgosto
"Amei demais, super feliz com isso!",alegria
"Tô na fossa total hoje...",tristeza
"Que raiva, vontade de mandar uns palavrões!",raiva
"Mano, fiquei de cara com essa!",surpresa
"Tô com medo real agora, socorro!",medo
"Que parada bizarra!",desgosto
"Kkkkk, chorei de rir aqui!",alegria
"Lágrimas nos olhos agora...",tristeza
"Que absurdo, tô revoltado demais!",raiva
"Tipo, what?! Não entendi nada...",surpresa
"Tô morrendo de medo, juro!",medo
"Que bagulho zuado, não curti!",desgosto
"Alegria total, uhuuu!",alegria
"Saudade que não passa...",tristeza
"Fiquei possesso de raiva, mano!",raiva
"Caraca, que plot twist doido!",surpresa
"Senti um calafrio agora, sinistro...",medo
"Que cheiro estranho e ruim!",desgosto
"Sorrisão no rosto de ponta a ponta!",alegria
"Dia meio down hoje...",tristeza
"Que raiva, não aguento mais isso!",raiva
"Mds, fiquei chocada real!",surpresa
"Tô com um cagaço danado!",medo
"Que coisa fedida, eca!",desgosto
"Que felicidade, galera, tamo junto!",alegria
"Coração apertado hoje, sei lá porquê...",tristeza
"Fiquei muito irritado com essa situação!",raiva
"Não tô acreditando no que tô vendo!",surpresa
"Deu um frio na barriga agora...",medo
"Que gosto horrível, credo em cruz!",desgosto
"Que dia lindo, tô felizão da vida!",alegria
"A tristeza me pegou de jeito hoje...",tristeza
"Essa atitude me deixou bolado demais!",raiva
"Tipo, what the heck?!",surpresa
"Quase tive um treco de susto!",medo
"Que lixo de vídeo, perdi meu tempo!",desgosto
"Que vibe boa, adorei demais!",alegria
"Me sentindo mó depre hoje...",tristeza
"Tô mordido de raiva aqui, viu!",raiva
"Mano, fiquei surpreso pra caramba!",surpresa
"Medo nível hard total agora!",medo
"Que parada nojenta, afff!",desgosto
"Que alegria contagiante, demais!",alegria
"A bad tá forte hoje, viu...",tristeza
"Que raiva que me deu agora, sério!",raiva
"Tipo, tô bugado real oficial!",surpresa
"Tô tremendo que nem vara verde de medo!",medo
"Que troço esquisito e fedorento demais!",desgosto
"Que felicidade, aêêêêê!",alegria
"A tristeza bateu forte hoje...",tristeza
"Fiquei muito bravo com essa parada!",raiva
"Nossa, fiquei de boca aberta!",surpresa
"Deu um medinho agora, confesso...",medo
"Que gosto amargo da porra, credo!",desgosto
"Que dia maravilhoso, tô na good vibes!",alegria
"A tristeza me invadiu de repente...",tristeza
"Essa parada me deixou puto da vida!",raiva
"Tipo, não tô entendendo nada disso!",surpresa
"Quase tive um ataque de pânico agora!",medo
"Que coisa horrorosa, dá ânsia!",desgosto
"Que alegria sem tamanho, demais!",alegria
"A bad me pegou de jeito hoje...",tristeza
"Que raiva, vontade de explodir!",raiva
"Mano, fiquei tipo ???? Que rolou?",surpresa
"Tô com um medo do caramba agora!",medo
"Que bagulho esquisito e fedorento, aff!",desgosto
"Que felicidade, uhuuuuu!",alegria
"Coração apertado demais hoje...",tristeza
"Fiquei muito irritado com essa merda toda!",raiva
"Não acredito no que meus olhos viram!",surpresa
"Deu um calafrio sinistro agora...",medo
"Que parada nojenta e fedida, credo!",desgosto
"Que alegria que não se explica, demais!",alegria
"A tristeza tá me consumindo aos poucos...",tristeza
"Que raiva, não aguento mais essa situação!",raiva
"Mano, fiquei de cara total, juro!",surpresa
"Tô cagado de medo real oficial!",medo
"Que troço bizarro e nojento, credo!",desgosto
"Que felicidade, tô nas nuvens hoje!",alegria
"A tristeza me abateu de vez hoje...",tristeza
"Fiquei possesso com essa palhaçada toda!",raiva
"Caraca, que plot twist inesperado e doido!",surpresa
"Senti um arrepio na espinha agora, sinistro!",medo
"Que cheiro de coisa podre, que horror!",desgosto
"Sorrisão estampado na cara, alegria pura!",alegria
"Dia de fossa total, nada me anima...",tristeza
"Que raiva que me deu, vontade de sair correndo!",raiva
"Mds, fiquei chocada real oficial, sem palavras!",surpresa
"Tô tremendo que nem vara verde de tanto medo!",medo
"Que parada sinistra e fedorenta, credo!",desgosto
"Que alegria que transborda, contagiou!",alegria
"A tristeza bateu forte e doeu aqui...",tristeza
"Fiquei muito bravo com essa injustiça toda!",raiva
"Nossa, fiquei de boca aberta com essa!",surpresa
"Deu um medão sinistro agora, juro!",medo
"Que gosto amargo e ruim demais, credo!",desgosto
"Que dia maravilhoso, tô na maior good vibe!",alegria
"A tristeza me invadiu de repente, sei lá...",tristeza
"Essa atitude me deixou puto da vida real!",raiva
"Tipo, what the actual fuck is this?!",surpresa
"Quase tive um ataque de pânico agora, juro!",medo
"Que lixo de vídeo, não gostei nada mesmo!",desgosto
"Que vibe boa demais, curti demais essa!",alegria
"Me sentindo mó bosta hoje, sério...",tristeza
"Tô mordido de raiva nível hard agora!",raiva
"Mano, fiquei surpreso real oficial mesmo!",surpresa
"Medo nível hard total e absoluto agora!",medo
"Que parada nojenta e bizarra, credo!",desgosto
"Que alegria que contagia todo mundo aqui!",alegria
"A bad tá sinistra demais hoje, viu...",tristeza
"Que raiva que me sobe à cabeça agora!",raiva
"Tipo, tô bugado real oficial agora, juro!",surpresa
"Tô tremendo que nem gelatina de medo agora!",medo
"Que troço esquisito e fedorento demais, credo!",desgosto
"Que felicidade, aêêêêêêê!",alegria
"A tristeza bateu forte no coração hoje...",tristeza
"Fiquei muito bravo com essa sacanagem toda!",raiva
"Nossa, fiquei de boca aberta de verdade!",surpresa
"Deu um medão do caramba agora, juro!",medo
"Que gosto amargo e horrível demais, credo!",desgosto
"Que dia top demais, tô felizão da vida!",alegria
"A tristeza me invadiu sem pedir licença...",tristeza
"Essa parada me deixou puto da vida total!",raiva
"Tipo, não tô entendendo absolutamente nada!",surpresa
"Quase tive um ataque de pânico real agora!",medo
"Que coisa horrorosa e fedida demais, credo!",desgosto
"Que alegria sem tamanho e indescritível!",alegria
"A bad me pegou de jeito hoje, sério...",tristeza
"Que raiva, vontade de tacar fogo em tudo!",raiva
"Mano, fiquei tipo ????????????? Que rolou?",surpresa
"Tô com um medo do caramba e mais um pouco!",medo
"Que bagulho esquisito, fedorento e nojento, credo!",desgosto
"Aí sim, alegria que não cabe em mim de tanta!",alegria
"Hoje o dia tá mó fossa e nada me anima, aff!",tristeza
"Que raiva que me deu, vontade de dar uns socos!",raiva
"Mano, fiquei de cara total e não tô acreditando!",surpresa
"Tô com medo real oficial e não consigo me acalmar!",medo
"Que parada sinistra, nojenta e fedorenta, credo!",desgosto
"Kkkkkkkkkkkk, ri demais da conta aqui!",alegria
"Lágrimas escorrendo aqui sem parar agora...",tristeza
"Que absurdo, tô puto da vida real oficial!",raiva
"Tipo, what the actual hell is going on here?!",surpresa
"Tô morrendo de medo e não consigo respirar direito!",medo
"Que bagulho zuado, fedorento e nojento demais, credo!",desgosto
"Alegria que transborda e contagia todo mundo!",alegria
"Saudade aperta forte no peito e dói demais aqui...",tristeza
"Fiquei possesso de raiva e quero explodir agora!",raiva
"Caraca, que reviravolta inesperada e chocante!",surpresa
"Senti um arrepio sinistro percorrendo todo o corpo!",medo
"Que cheiro bizarro, podre e insuportável, credo!",desgosto
"Sorrisão estampado na cara de orelha a orelha agora!",alegria
"Dia de fossa total e nada me faz sorrir hoje...",tristeza
"Que raiva que me deu, vontade de sair correndo daqui!",raiva
"Mds, fiquei chocada real oficial e sem palavras agora!",surpresa
"Tô tremendo que nem vara verde de tanto medo agora!",medo
"Que parada sinistra, fedorenta e nojenta demais da conta!",desgosto
"Que alegria que transborda e ilumina tudo ao redor!",alegria
"A tristeza bateu forte no coração e deixou uma marca...",tristeza
"Fiquei muito bravo com essa injustiça e quero justiça!",raiva
"Nossa, fiquei de boca aberta com isso e não consigo fechar!",surpresa
"Deu um medão sinistro e gelado percorrendo a espinha!",medo
"Que gosto amargo, ruim e persistente demais na boca!",desgosto
"Que dia maravilhoso e ensolarado, tô na maior good vibe possível!",alegria
"A tristeza me invadiu de repente e sem pedir permissão...",tristeza
"Essa atitude me deixou puto da vida real oficial e muito revoltado!",raiva
"Tipo, what the actual fuck is happening right now?!",surpresa
"Quase tive um ataque de pânico real e achei que ia morrer de medo!",medo
"Que lixo de vídeo, não gostei absolutamente nada e perdi meu tempo!",desgosto
"Que vibe boa demais, curti demais e vou compartilhar!",alegria
"Me sentindo mó bosta hoje, sério mesmo, nada me anima...",tristeza
"Tô mordido de raiva nível hard master e querendo descontar!",raiva
"Mano, fiquei surpreso real oficial mesmo e não consigo acreditar!",surpresa
"Medo nível hard total e absoluto, tô quase tendo um treco!",medo
"Que parada nojenta, bizarra e fedorenta demais!",desgosto
"Que alegria que contagia todo mundo e deixa o dia feliz!",alegria
"A bad tá sinistra demais hoje e parece que não vai passar...",tristeza
"Que raiva que me sobe à cabeça e me faz querer gritar!",raiva
"Tipo, tô bugado real oficial agora e não consigo processar!",surpresa
"Tô tremendo que nem gelatina de medo e minhas pernas bambas!",medo
"Que troço esquisito, fedorento e nojento demais, credo!",desgosto
"Que felicidade, aêêêêêêêêê, hoje o dia é nosso!",alegria
"A tristeza bateu forte no coração e deixou uma ferida...",tristeza
"Fiquei muito bravo com essa sacanagem e quero justiça!",raiva
"Nossa, fiquei de boca aberta com isso e minha mente explodiu!",surpresa
"Deu um medão do caramba e meu coração começou a disparar!",medo
"Que gosto amargo e horrível demais, preciso de algo doce!",desgosto
"Que dia maravilhoso e ensolarado, tô na maior good vibe!",alegria
"A tristeza me invadiu de repente e sem pedir permissão...",tristeza
"Essa atitude me deixou puto da vida real oficial e revoltado!",raiva
"Tipo, what the actual fuck is happening right now?! Não entendo!",surpresa
"Quase tive um ataque de pânico real e achei que ia morrer!",medo
"Que lixo de vídeo, não gostei absolutamente nada e perdi tempo!",desgosto
"Que vibe boa demais, curti demais e vou compartilhar com todos!",alegria
"Me sentindo mó bosta hoje, sério mesmo, nada me anima...",tristeza
"Tô mordido de raiva nível hard master e querendo descontar em alguém!",raiva
"Mano, fiquei surpreso real oficial mesmo e não consigo acreditar no que vi!",surpresa
"Medo nível hard total e absoluto, tô quase tendo um treco de tanto pavor!",medo
"Que parada nojenta, bizarra e fedorenta demais, quero distância!",desgosto
"Que alegria que contagia todo mundo e deixa o dia mais leve!",alegria
"A bad tá sinistra demais hoje e parece que não vai passar tão cedo...",tristeza
"Que raiva que me sobe à cabeça e me faz querer gritar com todos!",raiva
"Tipo, tô bugado real oficial agora e não consigo processar o que rolou!",surpresa
"Tô tremendo que nem gelatina de medo e minhas pernas estão bambas!",medo
"Que troço esquisito, fedorento e nojento demais, preciso lavar meus olhos!",desgosto
"Que felicidade, aêêêêêêêêêêê, hoje o dia é nosso e vamos comemorar!",alegria
"A tristeza bateu forte no coração e deixou uma ferida que vai demorar...",tristeza
"Fiquei muito bravo com essa sacanagem e quero justiça o mais rápido possível!",raiva
